file,class,u1_var,u2_var,u3_var,u4_var,u1_kurt,u2_kurt,u3_kurt,u4_kurt,u1_energy,u2_energy,u3_energy,u4_energy,u1_kraskov_entropy,u2_kraskov_entropy,u3_kraskov_entropy,u4_kraskov_entropy,u3_sample_entropy,u4_sample_entropy,omega1,omega2,u4_spectral_bandwidth,v_total_variation,v_energy,v_jump_mean,v_num_jumps
u10_AV_gauss2185_decomposed,unknown,0.000228760013422,0.0001605279295304,3.955561781456489e-05,4.430821052817376e-05,458.9557430567458,467.0717398818059,210.3554329077804,193.73328005498053,6.990906010178428,4.905733526449371,1.2088196804131026,1.35405891374099,-4.453198253713596,-4.454330589039022,-4.314198212936405,-4.512811383736831,0.9977102181038352,0.6229547238132727,0.1289689747822529,0.1410251423504166,38.17867017948421,8.668579109900149,3.557942886493403,0.6961712479988452,11
u10_AV_gauss313_decomposed,unknown,0.000227213069665,0.0001592939597722,3.9071076544345046e-05,4.3243786116624994e-05,458.6562215018709,466.6318231421348,211.4864487481816,197.1623647804702,6.943631408965282,4.868023410639769,1.194012099195184,1.32153010372406,-4.410649056696038,-4.459200695566566,-4.379631452026543,-4.589480145261313,0.942658854490666,0.6328624990484915,0.1289957228729401,0.141030691055976,38.17546791183748,8.630957952318376,3.564308354090976,0.6565156962654276,12
u10_AV_gauss469_decomposed,unknown,0.0002274785350137,0.000161592030009,3.997215758279482e-05,4.4072392466688753e-05,460.0151086988489,467.1206636742127,208.17367265533505,196.37115663962257,6.951744030021669,4.9382524370757634,1.2215491357302095,1.3468523137820083,-4.432845931355128,-4.489625039643037,-4.386203809336039,-4.618949463206438,0.9597261309059092,0.6361564366119025,0.1289471580764073,0.1409713658503064,38.52148151693238,8.076991397568555,3.515331673287726,0.5643285446268357,13
u10_AV_gauss625_decomposed,unknown,0.0002283874429119,0.0001595064875072,3.986541992769888e-05,4.398979108901307e-05,457.785878737142,465.2039645224731,207.956297961129,192.7024818432293,6.979520255390644,4.87451825822042,1.2182872329904777,1.3443280156802395,-4.430441976331864,-4.497473518572876,-4.379505249508129,-4.59194519960396,1.0175997299077142,0.5557560731998308,0.1290025982574883,0.1410599279326811,38.47318953611983,8.033259121210179,3.500856446369151,0.5649552510742173,13
u10_AV_gauss781_decomposed,unknown,0.0002265629990133,0.000159306411226,3.9483648468534e-05,4.4259588630983865e-05,459.826513114616,468.3218723211982,209.0092698166535,193.73594026399488,6.9237652498467686,4.868403927068867,1.206620297198399,1.352573028562867,-4.462104732592642,-4.41899194682783,-4.3507518991285,-4.548195727754936,1.0169062801477349,0.6323527732791593,0.1289764648253741,0.1410296761632662,38.11919676313535,8.63829985295897,3.5456511994348263,0.6403552821496216,12
u10_AV_gauss937_decomposed,unknown,0.0002295675623334,0.0001597609214095,3.976948976864302e-05,4.433296814978074e-05,457.7611644322512,466.7777319286466,208.71434526798896,193.02267000907548,7.015584704910413,4.882293758277045,1.215355607329731,1.3548155066572996,-4.429802814057406,-4.509657766646469,-4.358347621246003,-4.558962109844246,0.9996571987427098,0.601024156234365,0.1290266525799626,0.1410775948885259,38.18698637964494,8.474254428279938,3.4539743098325006,0.6223216258627564,12
u10_MV_decomposed,unknown,0.0002946856140813,0.0001853170517688,5.226004680647306e-05,5.816882054979777e-05,11.08867421906051,16.229083662595983,49.48489425394645,110.05586337812596,9.0433121249299,5.687009684683447,1.6037563163970454,1.7850847650321937,-2.8539890471617744,-3.040353588126563,-3.947108414283284,-4.884443166332086,1.4876996969347134,0.3858752763735436,0.025486118698373,0.0514059299679736,34.85997650777156,78.70138440840302,13.619123195445962,0.8077608230517492,21
u10_MV_gauss1094_decomposed,unknown,0.0003580694044662,5.8213769605293e-05,4.9479774134064766e-05,5.884533092678529e-05,20.12177566483093,17.73001298502124,58.44641545677064,109.7623949608822,10.988433884260925,1.7864641616472317,1.5184353086261797,1.8058455154811872,-2.744022621898684,-3.513918747253073,-4.009285859271549,-4.788126937764607,1.589481056377711,0.4533058332696449,0.0311656336681888,0.0722482829847996,34.70975979978832,59.3965053021781,11.313106215164966,0.7623150581802368,22
u10_MV_gauss1250_decomposed,unknown,0.0001591119901914,0.0002400855827044,7.197290722264576e-05,2.20607036750521e-05,3.069469120171761,28.18952062919612,8.804138901404915,59.09024774905922,4.882828754995074,7.367746362033442,2.2087045768485534,0.6769988743799988,-2.9551107996804413,-2.992650247590204,-3.408348282846584,-4.333828322826387,1.9070703157387656,1.2045760706000723,0.0116136526395589,0.0333165833490128,45.50794354256989,73.76531110039592,15.012491458691644,0.6911135635115762,29
u10_MV_gauss1406_decomposed,unknown,0.0002572001147599,0.0002153332967418,5.502819864242597e-05,5.8410771453606486e-05,10.364986725222048,19.756605787912235,28.716554135052288,108.28886426748944,7.892957121753523,6.60814821041336,1.688705359938768,1.7925097543682755,-2.962157303259892,-2.966354857381905,-3.7575084977985167,-4.728749802829278,1.496898615049185,0.4263619649132579,0.0243163164199321,0.047091250625456,35.00827766709784,79.91642839257946,13.58105399972033,0.8079350629254292,21
u10_MV_gauss1562_decomposed,unknown,0.0002999575318438,0.0001811239122626,4.18306151434472e-05,5.871658568706815e-05,14.467860559697748,9.282339141699593,63.78149220473006,108.84239860722712,9.20509673722297,5.558330619516753,1.2836979175221073,1.801894581564748,-2.7907710520872437,-3.0549151715562246,-4.079517843433572,-4.786830291589276,1.5696837236745738,0.4469580443240777,0.0275853152695559,0.0595730649722516,34.66682604162887,80.10627463846265,13.384082069070391,0.7433864013632485,23
u10_MV_gauss158_decomposed,unknown,0.0002973564218611,0.0001875342522665,5.0517598822479976e-05,5.798515669289166e-05,11.718801961573403,13.202717545241182,56.51673294485462,108.5511272257406,9.12527387407647,5.755051133554423,1.5502840726642657,1.7794484885914592,-2.816413897637151,-3.0415052293974085,-3.9033530964791217,-4.757396625700875,1.564341704600803,0.4788557146417741,0.026040672362574,0.053963695800314,34.91495307464032,77.76244977985252,13.4440118610488,0.837968175101898,20
u10_MV_gauss1718_decomposed,unknown,0.0003252714248375,0.0001135897416603,4.498716877369608e-05,5.900776577512069e-05,18.782780718351496,10.896157423728097,59.71733420884361,108.525909832393,9.981929485415966,3.4858419920728334,1.3805662353271853,1.810830316106904,-2.823435299506677,-3.2363256346296065,-4.141099124493899,-4.755228729422494,1.4575468201967337,0.4641733106379405,0.0297949472350783,0.0646739413868232,34.60966124588185,68.76633678198493,11.83062620225777,0.7645850731511182,22
u10_MV_gauss1874_decomposed,unknown,0.0003293774439617,0.0001339734169789,4.418039998015376e-05,5.89131551382115e-05,17.25096776811709,10.03899239743584,59.26258992784718,109.1838805904359,10.107935000298763,4.111376220249966,1.3558081145909582,1.807926904881434,-2.7889557036981154,-3.1477653332654025,-4.131713203294738,-4.730393494176423,1.501857640037875,0.4808548010275823,0.0292396112771621,0.0630167547344027,34.566407741457695,74.41189246851084,12.61090276607938,0.7396391332607469,23
u10_MV_gauss2030_decomposed,unknown,0.000312990658861,0.0001839268370357,4.526770233972385e-05,5.932928919722635e-05,13.365719042573478,9.938440124027084,60.34298079379364,107.96382914304031,9.605057339127232,5.644346774954197,1.389175249401445,1.8206972268844823,-2.755721858941972,-3.060172447646446,-4.03516589081864,-4.752626370883141,1.551765227561888,0.5109812017942396,0.0272050940703926,0.0578900934945733,34.69258079304818,79.4279171443326,13.539920336068064,0.7303218575819501,23
u10_MV_gauss2186_decomposed,unknown,0.0003342836285235,0.0001115762653504,4.483788198158767e-05,5.890828998440291e-05,18.11404855001297,11.13177328637268,59.56492452076621,109.74003471073172,10.258495992130106,3.424052431073371,1.375984922250962,1.8077776030413568,-2.732520701802759,-3.226957754833114,-4.092722007295449,-4.7338696908507645,1.393909179550277,0.5127793705822017,0.0297741916661468,0.0649708844779696,34.614386693323524,70.89470318289145,12.258473802436807,0.7441712207701162,23
u10_MV_gauss2_decomposed,unknown,0.0001840733669874,0.0002803405633462,6.922882902841896e-05,5.855478316787354e-05,7.957813501505157,22.96508651026745,12.031840781445498,109.08009319794758,5.648843486110733,8.603091207969792,2.1244943052241214,1.7969291858557028,-2.9825675065871087,-2.9185230434589364,-3.4697932680670998,-4.718639272242702,1.7996646487349697,0.5034074605642381,0.0216814569335071,0.0414630132267829,35.18788019577513,76.85006675478488,13.588075857927826,0.7191829389045714,24
u10_MV_gauss314_decomposed,unknown,0.0001744744527664,0.0002755783765545,6.786438705889459e-05,5.8828571128517824e-05,6.977363307716324,23.78379249976348,12.056803713405747,109.70113001726531,5.354272006497585,8.456949219704882,2.082622310063358,1.805331190791956,-2.9907056736098365,-2.927850385306895,-3.5169191688223997,-4.743555757463185,1.7900997178094833,0.4277736187558711,0.0209532868373251,0.0406536151806263,35.23829953274162,74.27383601411182,13.537425023698813,0.7170533370145943,24
u10_MV_gauss470_decomposed,unknown,0.0001691243261428,0.0002238867846814,6.356269726449736e-05,5.850137352236504e-05,4.954771694821834,26.13061102216237,12.333553586886795,107.86153140784002,5.190087320672793,6.870637648303926,1.9506120536528944,1.7952901506543386,-2.971590209566103,-3.0234792141247238,-3.490768204275928,-4.748465812288061,1.8138015690964704,0.4599684220997114,0.0194612704993869,0.0387808061497262,35.42125915629901,69.82870858133592,13.143978493857762,0.6938772749825308,25
u10_MV_gauss626_decomposed,unknown,0.0002581006667926,0.000213973445994,5.516064577183523e-05,5.816029372164716e-05,10.556145326389508,20.20551994209102,27.39839650620169,107.81418079859208,7.920593262532687,6.56641711066476,1.69276989744608,1.7848230937299083,-2.9500110463332687,-3.0068413904293427,-3.820808248269544,-4.81653001755605,1.5298559281042603,0.4546214084717221,0.0243712138457797,0.0471336524889577,34.992581004934735,79.53862940820703,13.541366257082265,0.8072270065196632,21
u10_MV_gauss782_decomposed,unknown,0.0004313158025179,4.7316821805616944e-05,4.696507871281573e-05,5.870598892160246e-05,22.47941952960939,19.05741889670366,49.09674699516754,109.0484133613778,13.23621934766993,1.4520586275707728,1.441264335538889,1.8015693880261363,-2.645752495099813,-3.647466625973808,-3.952726216839001,-4.736447211023287,1.5165825484276652,0.476505106419326,0.0333304321982862,0.0760959596951573,34.77237081802287,62.42080265470075,11.861272150573496,0.8012875283584384,21
u10_MV_gauss938_decomposed,unknown,0.000316830481841,0.0001327206232453,4.454694427683459e-05,6.007450130754225e-05,17.771523677687252,10.259496952477967,59.74866866360666,109.76901697386072,9.722893826737357,4.072930486153403,1.3670566259675,1.8435662961258568,-2.8068913148426238,-3.15061824597793,-4.129946318303566,-4.720821488336784,1.4024483906332776,0.4946564310699415,0.0292570204979652,0.0634561094507787,34.62686485078003,72.49456822087733,12.34529126114999,0.768542839166777,22
u11_AV_decomposed,unknown,0.000901946135999,0.0003796248397726,0.0003585661271358,0.0009321021859556,6.981103878554784,7.998934762158402,6.327936603053008,48.45929578751645,10.00077875595704,4.20928022339947,3.975781217682596,10.335149037876302,-2.4093395609546,-2.774575148798513,-2.831267373055786,-2.609928909664061,1.7761096975607982,1.0917746551904772,0.0693739224157675,0.1022563127525394,35.706724169629034,131.13099799278183,40.98591661263015,0.9604210374610088,90
u11_AV_gauss1095_decomposed,unknown,0.0005194876234813,0.0003219218868409,0.0003651745101704,0.0009232855712277,10.688121904726652,8.43918820595788,6.1972308833310965,47.67996013738194,5.760078769161256,3.569469881292311,4.049054968769599,10.23739041377381,-2.714090285672679,-2.933429355915022,-2.839777224297257,-2.610518878761826,1.640502534582636,1.134133110002301,0.0790377200872716,0.1143164452560836,36.0357999868399,119.82362144859584,41.83115117270757,0.9441127322860684,93
u11_AV_gauss1251_decomposed,unknown,0.0008915310539089,0.0003428175228826,0.0003494780468932,0.0009275796558738,8.745794634427282,7.717941897891352,6.300317305002047,47.34047788318048,9.885296325742846,3.8011606937225566,3.875012583952068,10.285003224329692,-2.439365670856668,-2.8462427488267164,-2.8504487145319306,-2.683010132712602,1.677349118050201,1.031360061658917,0.0696260994863042,0.1108279987573523,35.67803880726231,124.28290572750308,39.508727112713615,1.0058207838079871,81
u11_AV_gauss1407_decomposed,unknown,0.0013449921049722,0.0006735122366097,0.0003573475998165,0.000975366491968,3.999965111635952,7.766565359103076,6.414545307437027,47.65525694411363,14.913272459932456,7.467903679529265,3.962270186765767,10.814863662942187,-2.0536241052745474,-2.5044349745706675,-2.830284130083208,-2.617441981565606,1.6045077463261324,1.1344651853112429,0.033190717365991,0.066114426102503,35.882045690504185,127.11173988183036,38.44183634502127,1.051304472619469,77
u11_AV_gauss1563_decomposed,unknown,0.0008026502780643,0.0003650508537958,0.0003594784022818,0.0009506951625789,9.213124166030983,8.329985481902126,6.551904058974074,46.904873126591575,8.8997862831774,4.047683866888467,3.985896524501189,10.541307962675628,-2.502289106723742,-2.7613238809591936,-2.8354754260595074,-2.606822515452838,1.6361953616035358,1.1324401844325758,0.0627983266239546,0.1047839609051266,35.65861390368701,122.32733661944752,38.34887277995115,1.0489645615706749,76
u11_AV_gauss159_decomposed,unknown,0.0005055842442229,0.0003093942882252,0.0003471230347106,0.0009102381789981,9.65080145670469,8.980347794578327,6.2752618357469725,48.752708517191614,5.605918099944519,3.43056386784204,3.848900208871768,10.092720928731111,-2.8096246642570835,-2.8733634753421877,-2.881474050025598,-2.617760503883435,1.6150920009997345,1.0396048158613254,0.0779724140871207,0.1171627084852923,35.85266640131008,114.97207657288628,40.03892274134247,0.9785480073517838,86
u11_AV_gauss1719_decomposed,unknown,0.000948480849841,0.0004739476409842,0.0003465967205439,0.0009301597847104,8.231562130182208,7.488942267620109,6.656885220748704,49.459496091321135,10.516755663037266,5.255131443233878,3.843064437391662,10.313611692869998,-2.3238106831725807,-2.6545755888762503,-2.8672006005840505,-2.669759453796358,1.6694396957257556,1.0350143312145104,0.060365923810392,0.0939471298784778,35.78868516642916,128.99204191080202,38.36186770810742,1.029210375530151,80
u11_AV_gauss1875_decomposed,unknown,0.0008442713233021,0.0008483983709677,0.0003760602566372,0.0009462857066159,3.770195497792991,8.848085669118063,6.161641814558447,48.580563400636265,9.36128043277414,9.407041137290602,4.1697561255940405,10.492415914957617,-2.24267018853885,-2.498620271298844,-2.807278085531121,-2.603442685939781,1.7417627897301493,1.0393000348918566,0.0334420589794958,0.0778375965347986,36.07711978536175,128.61399441230438,40.48796739474835,1.035639424907207,78
u11_AV_gauss2031_decomposed,unknown,0.0010148561924546,0.0006157358778994,0.0003687627869016,0.0009608714582953,2.1126008546639348,9.252644134915618,6.451862660516243,49.38346983559731,11.252725461938027,6.827279414149609,4.088841781165408,10.654142729579176,-2.171449154295196,-2.5309337873750897,-2.8018614494777854,-2.641005571704005,1.649453380248621,1.0667993109031604,0.0234595264242013,0.0877427661136629,35.89183157627899,136.4049953641413,42.73565881334801,0.9526098115595624,90
u11_AV_gauss2187_decomposed,unknown,0.0006311483230632,0.0002834051961429,0.0003523103272542,0.0009260748847293,9.466471816826338,7.159198543731407,6.2747275166783645,48.81743989531067,6.9981726061257366,3.142396814835592,3.9064169085954488,10.268318321879017,-2.5424784471779223,-2.832404823247874,-2.751779359600542,-2.678864027338037,1.7056026714100891,1.0433593058814912,0.0733966810130677,0.1163857929644438,35.948663659980895,122.39833587029956,40.025186770831866,0.9748821819056588,87
u11_AV_gauss315_decomposed,unknown,0.0008211174412022,0.0005446123645269,0.0003526223410494,0.0009237006392159,8.67342486113533,6.830667673440422,6.558066807353848,50.32790718153164,9.104550188050968,6.038661897874561,3.9098765175561847,10.241992687626947,-2.4497047798964875,-2.5411134984598838,-2.8573645757091217,-2.638160435405995,1.6785480790943703,1.0186791952620509,0.0560313094131363,0.0903233709766239,35.88614084387677,130.62524366018,37.99277658405728,1.056700491381517,77
u11_AV_gauss3_decomposed,unknown,0.0009087258825072,0.0006010465086339,0.0003527808426924,0.000949357180704,5.035660470985,7.742455338008519,6.888501767450041,47.914470883240114,10.075952585240548,6.664403687733318,3.911633983773677,10.526472419646266,-2.2295558652550023,-2.5745303548614498,-2.894126867345045,-2.6132975040192408,1.6614639226129486,1.1006805417321393,0.0424050051846607,0.0766045781730428,35.94927772965985,130.62714172751288,38.02211383407098,1.0522531922949658,76
u11_AV_gauss471_decomposed,unknown,0.0009024495432148,0.000381384141893,0.0003588203164599,0.0009305522445167,7.147939153890736,7.839760023292762,6.256723738046908,48.23886519251734,10.006360535167188,4.228787365310308,3.978599668907584,10.317963287202256,-2.4337680392884358,-2.69392118193435,-2.8943874023038454,-2.616386407065744,1.7676619176488595,1.0917373549987843,0.0694782345184838,0.1029903257828299,35.84708505964893,131.0137894315103,40.76367256018749,0.9716631986266516,88
u11_AV_gauss627_decomposed,unknown,0.0016430833229683,0.0005577466705517,0.0003475186466756,0.0009581015589754,3.3903802213610748,8.985247355500524,6.875456760199745,48.75525763192677,18.218507885072807,6.184295083078164,3.853286754339481,10.623430085920148,-2.0158869292993984,-2.598990431892225,-2.870423828666798,-2.657691591101821,1.6634166733565556,1.025707674224453,0.0296998276334975,0.0640356850027694,36.0863600363147,124.61443172903702,39.75325656595355,1.0336706491577854,77
u11_AV_gauss783_decomposed,unknown,0.0009469376959992,0.0004431217562511,0.000348190230545,0.0009354014470184,8.464899354617465,7.457846847334528,6.730660307839711,49.37497381768509,10.499645173239944,4.913334033312626,3.8607332762839466,10.371731244540252,-2.378420480307928,-2.6459474347418013,-2.879635637756855,-2.5763531574604235,1.6411336432441184,1.048685114711576,0.0607333088610192,0.0948660113289012,36.07775599904349,131.13507546353992,39.04636399930581,1.01387683382933,83
u11_AV_gauss939_decomposed,unknown,0.0011909848769874,0.0007635946558064,0.0003533146500712,0.0009347066107336,4.351901403208708,6.895967238756926,6.556944942266195,49.27614270428106,13.205640316037387,8.466737543581377,3.91755283999046,10.36402689981442,-2.0644268294686565,-2.400775982270023,-2.8708265623382605,-2.6130520681817453,1.7863491764996575,1.091252549835999,0.0362805955951133,0.0690776615420624,36.05166521401974,134.71517967991866,38.53858590158501,1.0397383810337912,78
u11_MV_decomposed,unknown,0.002877763543195,0.0030913427489803,0.0025133352987317,0.0037964269504454,16.05729067688214,20.704669825933536,35.96425554722936,33.64335729894154,50.32632919060678,54.061402298336766,43.95320772733224,66.39191451486103,-2.40304525737983,-2.3654379480655736,-2.72782863370134,-2.9896456231876387,0.5014100070705776,0.2448803874363724,0.0868668697559406,0.1245881795993217,27.337859905975964,1308.1406786648697,611.8781840476986,1.4457596050678996,740
u11_MV_gauss1096_decomposed,unknown,0.003408763033214,0.0039851213798855,0.0024467152271752,0.0039721019982669,18.009081462888496,21.638949925758745,30.924107487404942,32.690134569458955,59.61244811306148,69.69180280803302,42.78815590495989,69.46411974872134,-2.24509805969502,-2.24514412295283,-2.7048265638737643,-2.796585544934905,0.5913556005862771,0.2766482352545009,0.0878726738224271,0.1214326085315314,27.072942620283992,1345.2939052316665,649.5548525570459,1.4677611223137446,742
u11_MV_gauss1252_decomposed,unknown,0.0047048292505842,0.0039380585137044,0.0018354856885077,0.0037678774236326,28.63379795271125,24.107301332615187,29.829672885919216,33.84582896035266,82.27805393458635,68.86876728811225,32.09897372127738,65.89264038448907,-2.464971036515256,-2.167592812716429,-2.7522955999358807,-2.79286521502221,0.5817645657390225,0.3038402248584179,0.0870890584496519,0.1220396715491608,26.64423272545462,1332.2174140041832,653.0155501990629,1.4327824558083857,761
u11_MV_gauss1408_decomposed,unknown,0.0031294615823712,0.0027511333286888,0.0022020060614979,0.0038117418150387,18.640842188635183,17.389019799203393,27.592244589064897,32.13883113908772,54.728024472451416,48.11181987708333,38.50868201783646,66.65974086522202,-2.29307456438863,-2.25649485554942,-2.680268897545223,-2.77268791370855,0.5782412431116395,0.2681286472310182,0.0879641786536765,0.1226598552556988,27.32359258520305,1265.2263881394133,581.4454241919032,1.419180977672892,739
u11_MV_gauss1564_decomposed,unknown,0.0035541508667176,0.0034986266743249,0.0023857034564032,0.0039028866930349,17.314875581665678,22.009810942512928,26.41947617696613,31.654508008136887,62.15499063845229,61.18398355032645,41.721182074052194,68.25368249435503,-2.302585457062584,-2.265141263900282,-2.606163894266838,-2.774334034639785,0.6761958913802407,0.2772666477507817,0.0876146151147003,0.1220099042672891,27.59039404806229,1297.74195995633,617.4226546672011,1.4342616205670975,745
u11_MV_gauss160_decomposed,unknown,0.0034929107550574,0.003877277291911,0.0021733326443593,0.0037749889297821,23.48830536721884,24.345626697882672,24.52617015700339,35.01266965099499,61.0840234727096,67.80582548800935,38.00724131388984,66.01700641157909,-2.310995170937032,-2.177553313544317,-2.638870634698041,-2.7376715302077548,0.6036420366919089,0.2662098496947954,0.0870799230121111,0.1230158238083241,27.78980944906889,1368.0825318935892,651.6599350873814,1.4524386601892505,764
u11_MV_gauss1720_decomposed,unknown,0.0022008171651296,0.0024871975899729,0.0028231998880499,0.0037648704035834,13.275610778325166,26.43010471900102,38.87800782555173,35.16859383212019,38.4878908715585,43.49611173332339,49.372119669011,65.8400536242023,-2.3860818769584373,-2.330322568126239,-2.599306296396522,-2.700195399128517,0.5696185036074789,0.3489312320483964,0.0878587367347788,0.1247056433043735,27.45440364244688,1339.87473586416,607.7413390157406,1.4725025014988191,723
u11_MV_gauss1876_decomposed,unknown,0.0036359327083595,0.0040510303013826,0.0024339412846915,0.0036961592519483,17.57899016368473,29.802355686829934,28.127089774730592,36.487354359823584,63.58519152315024,70.84441798233026,42.56476518785733,64.63843299807563,-2.31446566324637,-2.2595299278210312,-2.6471735575037254,-2.696192483930349,0.6204126130493097,0.3065862270909327,0.0871645753969288,0.1230072206158538,26.55817858759362,1402.156742906157,669.5378178051776,1.462547508389641,765
u11_MV_gauss2032_decomposed,unknown,0.0023347453996587,0.0031906941180939,0.002226148644254,0.0038854615932923,13.659053261844472,20.55009033520389,31.627533049493344,30.43112035127914,40.83002789011096,55.79885903865862,38.93088751537244,67.94895234908601,-2.35980463443882,-2.224613905257065,-2.7109290818146867,-2.7984002033142428,0.607955415785736,0.3411893515028587,0.0872490405520328,0.1235699077482059,27.44171294137686,1308.9784249836378,597.2126119762416,1.440335564307778,735
u11_MV_gauss2188_decomposed,unknown,0.0025858713871321,0.0031815007684735,0.0023506733801521,0.0038414226768374,14.10398130323694,21.4114932838654,28.65017221084122,33.0292920528979,45.2217191634896,55.63808574136843,41.10857609591956,67.17879977808052,-2.345389649584755,-2.252534509988198,-2.6247487612509346,-2.7457574430360143,0.6202969295815451,0.2644338483364462,0.0879190191823049,0.1241715704507037,27.5234324904054,1315.2369971418086,607.0589026516378,1.4452619126402262,740
